page_number,titel,url,year
6,"Rappel : article de carnaval pour enfants « Casque Lancelot », vendu chez BEA + Poly Verlags AG",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60614.html,2016
6,"Rappel : costumes pour enfants « Costume Pink Monster », « Costume Green Monster » et « Disney Frozen Anna », vendus chez Manor",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60613.html,2016
7,Mise en garde publique : risque de brûlure lié au port du costume pour enfants « cape de lion en peluche »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60584.html,2016
7,"Rappel: costumes de carnaval pour enfants « Chapeau de fées avec voile » et « Cape, petit monstre » vendus chez Migros.",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60612.html,2016
7,"Rappel : costumes pour enfants dragon et pingouin en peluche, et chapeau de fée avec voile, vendus chez World of Party",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60556.html,2016
7,"Rappel: le costume de carnaval pour enfants poussin « Bibi », vendu chez Loeb",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60554.html,2016
7,BFC – Note de sécurité de Cannondale pour vélos électriques Mavaro femme,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60495.html,2016
7,Rappel : Manor rappelle l’article de carnaval « Dentier Korn Pone ‘Rottin’ Teeth’ »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60553.html,2016
7,"Mise en garde publique :   risque de brûlure lié au port du masque du costume pour enfants ""Darth Vader""",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60387.html,2016
7,BFC – Rappel de l’article Barre d’entraînement / Training Bar du Tchibo,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60386.html,2016
7,ESTI – Rappel volontaire de ponceuses vibrantes Bosch de la série PSS,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60327.html,2016
7,"ESTI – Rappel des amplificateurs PDR-F50, PDR-M65 et PDR-V75 d’Alpine Electronics GmbH",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60313.html,2016
8,OSAV-IKEA rappelle les baguettes de tambour LATTJO et le tambour à fente LATTJO,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60321.html,2016
8,ESTI – Migros et Obi rappellent deux ponceuses vibrantes Bosch,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2016.msg-id-60223.html,2016
1,"Mise en garde publique : gluten dans des nouilles sans gluten au sarrasin et à l’amarante
           (dernière modification, le 22.12.2017)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-69384.html,2017
1,Mise en garde publique : des Listeria dans des dés de jambon vendus chez Denner,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68989.html,2017
1,OSAV - Migros rappelle « Fondue Cave d’Or prête à l’emploi » et « Fondue de fromages d’alpage prête à l’emploi »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68975.html,2017
1,ESTI – A. Steffen AG rappelle le bloc multiprise «STEBA Desk Charging Agent»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68970.html,2017
1,OSAV - Power Force AG rappelle «Robby Bubble Peach 0.75 litre» et «Robby Bubble Strawberry 0.75 litre»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68963.html,2017
1,OSAV – 2FrShop rappelle les gobelets «MUG FIBRA BAMBÙ 8X13 CM 5 ASS»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68855.html,2017
1,ESTI – Landi rappelle des chauffages électriques EH3000,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68841.html,2017
1,OSAV - MIGROS rappelle le hochet en bois Milette avec motif « pirate-pélican-bateau-poisson »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68779.html,2017
1,OSAV - Benefit Cosmetics rappelle le produit « Gimme Brow Volumizing Eyebrow Gel »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68773.html,2017
1,OSAV – MIGROS rappelle le mélange d’épices Bio Orient Grünberg,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68766.html,2017
2,ESTI – M. Schönenberger AG rappelle des blocs multiprises «Allocacoc Powercube Extende (USB)»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68726.html,2017
2,OSAV - Aggarwal AG rappelle la poudre de chili de la marque Paras,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68655.html,2017
2,OSAV – Lidl rappelle le produit « Sol & Mar morceaux de calamars géants 3x80g »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68647.html,2017
2,OFROU –  Continental informe sur le programme d’échange concernant des pneus tourisme de la ligne produit «PremiumContact 6»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68607.html,2017
2,"OSAV - Lidl rappelle le produit «Deluxe FONDUE CHINOISE, Viande de dinde 400 grammes»",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68588.html,2017
2,OSAV - New Asia Market AG rappelle le produit «TÊTE DE SEICHE / HEAD CUTTLEFISH 1KG»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68468.html,2017
2,OSAV - Vögele Shoes rappelle la chaussure pour enfants «Twisty» (003.1508.4.6),https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68467.html,2017
2,OSAV - Esprit rappelle des vestes en cuir de mouton pour dames,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68465.html,2017
2,bpa – Agora Trading Switzerland GmbH   rappelle certains étuis iPhone de la marque «Victoria’s Secret»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68413.html,2017
2,Mise en garde publique : salmonelles dans des œufs,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68346.html,2017
3,"OSAV - Maestral AG rappelle les produits « Rücker Waterkant Salatwürfel in Öl mit Kräutern (& Oliven)»
           (dernière modification, le 17.10.2017)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68327.html,2017
3,bpa – Arc'teryx Equipment rappelle certains modèles de chaussures de ski «Procline Boots»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68052.html,2017
3,bpa – Hymer-Leichtmetallbau GmbH & Co. KG rappelle un lot de l’échafaudage « Hymer Vario »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68081.html,2017
3,OSAV – Aggarwal rappelle des piments rouges séchés « Whole Paras / Chili whole »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-68038.html,2017
3,ESTI – AOC International rappelle les premières séries d’écrans PDS241 et PDS271,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-67992.html,2017
3,OSAV - Aggarwal rappelle poudre d’ail «Paras - Garlic Powder»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-67950.html,2017
3,"Mise en garde publique : salmonelles dans la ""Tomme de Montagne""",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-67705.html,2017
3,"OSAV - LIDL rappelle l'attache-tétines de la marque ""Lupilu""",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-67706.html,2017
3,ESTI – Avis de sécurité concernant les luminaires à LED Syl Batten de Sylvania,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-67690.html,2017
3,Mise en garde publique : Listeria dans des dés de jambon vendus chez Denner et Migros,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-67680.html,2017
4,bpa – Avis de sécurité de reer GmbH concernant la barrière de sécurité pivotante pour enfants Basic,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-67616.html,2017
4,Mise en garde publique : importante teneur en nickel dans un piercing pour la langue vendu par Claire’s,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-67602.html,2017
4,bpa – Rappel volontaire d’une cisaille à gazon AGS 10.8 LI 100-190 de la marque AYCE par Jumbo-Markt AG,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-67539.html,2017
4,Mise en garde publique : erreur d'emballage de muffins aux noix vendus sous le label aha! et destinés aux personnes allergiques,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-67358.html,2017
4,ESTI – Menagros AG rappelle l’appareil à grillade et fondue «Unold® Asia Fondue»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-67091.html,2017
4,Mise en garde publique : composants lactiques non déclarés dans une sauce à salade,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-67090.html,2017
4,ESTI – wellnessproducts.ch rappelle l’adaptateur de voyage Europe / Suisse,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-67004.html,2017
4,ESTI – designimdorf GmbH & Co. KG rappelle la lampe de table WOODY,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66980.html,2017
4,ESTI – ABUS Schweiz AG rappelle un lot du détecteur de monoxyde de carbone COWM300,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66828.html,2017
4,OSAV - Rivella rappelle ses bouteilles en verre - le PET et les boîtes alu ne sont pas concernés,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66824.html,2017
5,Mise en garde publique : résidus d’un médicament non autorisé dans du poisson-chat surgelé,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66792.html,2017
5,ESTI – Pearl GmbH rappelle la machine à pain BA-2100 de la marque Rosenstein & Söhne,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66787.html,2017
5,OSAV - Tony Trading GmbH rappelle le produit « Tony’s Kerala Mixture »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66713.html,2017
5,OSAV - AM Food rappelle le produit « Finot de maïs jaune »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66714.html,2017
5,ESTI – Nouvel AG rappelle l’appareil à grillade et fondue «Nouvel Hot Pot (16 pièces)»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66595.html,2017
5,OSAV – Importas GmbH rappelle le produit « Red Country Rice » de la marque Kings Food,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66528.html,2017
5,BFC – Kärcher AG rappelle le détergent pierre RM 537,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66476.html,2017
5,Mise en garde publique : mycotoxines dans la farine de riz de RUS-C,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66447.html,2017
5,bpa – Landi rappelle les remorques à vélo / poussettes avec le numéro d’article 39945,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66444.html,2017
5,ESTI – Foto-Morgen GmbH rappelle des flashs de studio Jinbei,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66396.html,2017
6,Mise en garde publique : risque d’ingestion et d’étouffement avec un bouchon qui se casse facilement sur les gourdes Jamadu de Coop,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66365.html,2017
6,"OSAV - Migros rappelle le jouet pour enfant ""set de musique Eichhorn""",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66284.html,2017
6,bpa – Coop Brico+Loisirs rappelle des vélos Road Cat II,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66151.html,2017
6,ESTI - Smartwares rappelle le détecteur de fumée RM336,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-66136.html,2017
6,OFROU – Winora Group rappelle certains modèles de bicyclettes de la marque Haibike,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65826.html,2017
6,Mise en garde publique : de nouveaux costumes dangereux pour la sécurité des enfants,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65809.html,2017
6,bpa - Sicli Matériel-Incendie SA procède au rappel de certaines couvertures anti-feu,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65804.html,2017
6,SSIGE – Elargissement de l’action de sécurité de BSH Hausgeräte AG pour certains appareils de cuisson à gaz indépendants,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65801.html,2017
6,bpa - STIHL rappelle les tailles-haies à batterie HSA 56,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65800.html,2017
6,ESTI - Zebra Technologies procède au rappel des blocs d'alimentation de certains modèles d'imprimantes,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65719.html,2017
7,Mise en garde publique : danger pour la santé dû au port de costumes pour enfants,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65625.html,2017
7,OSAV - Hero SA rappelle les céréales pour le petit-déjeuner,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65611.html,2017
7,Mise en garde publique : risque de brûlure lié au port des chapeaux gonflables « shérif » et « couronne » vendus chez Lidl Suisse,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65438.html,2017
7,ESTI – TARGA GmbH procède au rappel du Set karaoké de la marque «Silvercrest»,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65442.html,2017
7,Mise en garde publique : risque de brûlure lié au port de la coiffe du costume d’indien pour enfants « Native American Role Play Set »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65397.html,2017
7,ESTI – Elargissement de l’avis de rappel de sécurité concernant des batteries d’ordinateurs portables HP,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65371.html,2017
7,bpa - IKEA rappelle les chaises de plage MYSINGSÖ pour un risque de chute ou de coincement de doigts,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65364.html,2017
7,"OSAV - Toys’R’Us rappelle le set avec arc et flèches « True Heroes, Elven Archer Set»
           (dernière modification, le 27.01.2017)",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2017.msg-id-65255.html,2017
1,OFROU – LANDI rappelle le scooter Vengo Zahara 125,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-73548.html,2018
1,OSAV - Migros rappelle les tranches de poulet M-Classic,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-73352.html,2018
1,bpa – GARDENA rappelle les tondeuses à batterie PowerMax Li-40/37 et Li-40/41,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-73348.html,2018
1,OSAV - Migros rappelle les tranches de poulet Optigal,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-73257.html,2018
1,bpa – IKEA rappelle la table extensible GLIVARP,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-73236.html,2018
1,OSAV - Gupta Gastro Line GmbH rappelle le produit « Red Raw Rice ; 5 kg » de la marque « Annam »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-73228.html,2018
1,Actualisation de la mise en garde publique car d’autres lots sont concernés : la teneur en acide cyanhydrique est trop élevée dans des amandes amères de noyaux d’abricots bio de la marque « Gesund & Leben »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-73193.html,2018
1,OSAV - CEPEWA GmbH rappelle différents mugs,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-73187.html,2018
1,OSAV - Spar rappelle le panettone « DESPAR avec glaçage aux noisettes »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-73086.html,2018
1,bpa – LANDI rappelle des bougeoirs en cire,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-73084.html,2018
2,OSAV - Fortura AG rappelle l’article « Poupée sirène avec ailes »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-73083.html,2018
2,Mise en garde publique : teneur en acide cyanhydrique trop élevée dans des amandes amères de noyaux d’abricots bio de la marque Gesund & Leben,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-73022.html,2018
2,bpa – Öhlins rappelle les fourches à air pour mountain bikes RXF34 AIR et RXF36 Air,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72886.html,2018
2,"bpa – LAZER rappelle les casques de vélo « BLADE », « ELLE », « MAGMA » et « JADE »",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72811.html,2018
2,ESTI – SLV GmbH rappelle les lampes de table et les lampadaires « ADEGAN MANILA »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72759.html,2018
2,"OSAV - Lidl Suisse rappelle le produit «Chef Select to Go, Sushi Joto, 200g et Sushi Nishi, 190g»",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72743.html,2018
2,Mise en garde publique : E. coli dans le fromage au lait cru « Reblochon de Savoie Fermier le grand Bornand »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72702.html,2018
2,OSAV - Vögele Shoes rappelle les mules bio de Siesta pour dames,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72657.html,2018
2,OSAV - Adidas rappelle les maillots de bain pour enfants de la collection « Infinitex 3-Stripes »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72604.html,2018
2,"OSAV - SK Trading GmbH rappelle les produits « Rabeena Parboiled Rice », « Rabeena Red Raw Rice » et « Rabeena Rice Flakes Red »",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72467.html,2018
3,bpa –  Avis de sécurité de ALDI SUISSE concernant une balançoire nid,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72465.html,2018
3,Mise en garde publique : une quantité importante d’un plastifiant non autorisé a été détectée dans la composition de la balle géante « Mega Bounce XL »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72441.html,2018
3,ESTI – IKEA rappelle un lot de plafonniers « CALYPSO »,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72423.html,2018
3,"OSAV - Denner rappelle le produit «Denner, Popcorn salé, 150 g»",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72398.html,2018
3,OSAV - CSCV rappelle des sandales en cuir pour enfant de la marque Miss Liberto,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72363.html,2018
3,"OSAV - Lidl rappelle « Crusti Croc, Popcorn salé, 100g »",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72318.html,2018
3,OSAV - Real Casa Portuguesa GmbH rappelle le lot LO79D18 de poivre blanc,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72172.html,2018
3,"OSAV - Lidl rappelle le produit « Chef Select, salade grecque, 250 g »",https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72074.html,2018
3,OSAV - Spielzeug 3 AG rappelle les galets colorés pour dessiner Crayon Rocks Rübeez,https://www.konsum.admin.ch//bfk/fr/home/produktesicherheit/produkterueckrufe/archiv/produktrueckrufe-und-sicherheitsinformationen-2018.msg-id-72006.html,2018
